F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
8.97,4,0.16,158.55,-1.37,Very low,3.21,-3915.21,-14772.57,-228.68,0.45,-45.1,2,Rest,4714.53,737.46,0
6.24,5,0.52,52.05,-10.73,Low,0.5,-4369.26,-13173.16,-178.4,2.32,-19,6,UK,3273.57,665.19,0
19.98,4,0.04,211.89,-0.46,Very high,8.19,-1779.18,-25021.87,-195.52,4.87,-30.8,6,Rest,4664.49,706.38,2851.64
38.25,3,175.04,175.56,-0,Medium,2.02,-5201.07,-20284.42,-190.8,3.03,-28.06,6,Rest,4661.25,599.82,908.4
8.88,3,5.16,62.46,-5.49,Very high,5.9,-3773.76,-11347.22,-99.3,7.28,-37.58,8,USA,5924.01,886.71,133.18
4.02,5,0,176.28,-0.96,Low,0.92,-3736.14,-15848.49,-173.96,4.08,-25.88,10,Rest,3675.54,752.04,45.65
12.63,5,0.02,306.33,-6.05,Low,5.86,-2841.24,-14957.45,-260.66,4.27,-4.88,6,Europe,4138.32,613.77,3460.24
22.08,4,0.9,271.65,1.23,Very high,0.96,-2612.85,-19019.38,-194.94,5.66,-30.32,10,UK,4886.97,828.78,2742.56
13.14,2,30,133.5,-3.91,Low,10.16,-3980.76,-16474.8,-156.28,5.79,-31.12,8,Europe,4103.25,923.73,3241.77
1.74,3,0.52,44.7,-3.08,Medium,3.71,-4180.26,-16616.35,-257.76,7.2,-40.4,6,Rest,3895.53,695.22,0
9.93,3,3.34,80.49,-6.7,Low,5.63,-4080.87,-17301.67,-164.64,4.17,-30.62,6,USA,4114.05,744.42,80.87
8.43,4,802.02,-16.2,-6.36,Very low,2.31,-4193.25,-19960.86,-212.04,7.71,-24.5,10,UK,4330.62,634.74,0
8.25,3,0.04,142.5,-6.71,High,3.37,-2702.85,-11349.48,-267.12,7.39,-31.98,8,Rest,2449.05,765.36,1685.51
9.84,4,1.96,117.18,-6.17,High,4.67,-4899.57,-20681.01,-186.94,9.45,-28.12,12,UK,4500.66,843.75,163.9
10.23,6,15.88,166.95,-7.05,Low,5.02,-3368.34,-18085.46,-71.96,4.95,-34.58,6,UK,3740.76,608.13,347.84
12.18,3,0,-21.72,-1.47,Very low,1.35,-4677.96,-17419.41,-241.48,2.43,-24.72,10,USA,3502.32,612.87,0
24.27,3,2.44,136.26,-7.19,Medium,10.07,-3356.37,-18144.47,-284.34,6.98,-16.4,8,Europe,4936.83,639,3665.47
2.97,4,0,-30.75,-3.86,Very low,4.07,-4468.95,-11096.68,-147.28,10.6,-30.18,8,Europe,2618.58,726.93,0
1.98,3,0.42,123.63,-1.28,High,9.38,-3340.05,-17210.41,-83.32,3.88,-29.96,4,Rest,4878.3,634.83,906.84
12.96,4,4.12,252.03,-6.51,Low,1.75,-4010.4,-18202.82,-252.5,9.23,-33.56,4,Europe,6177.33,817.89,0
23.85,5,0.48,175.47,-5.32,Low,6.38,-4298.55,-15448.91,-252.1,8.36,-26.74,6,Rest,3382.02,485.7,1246.22
2.58,4,0.68,37.05,-1.25,High,6.89,-2462.16,-17560.25,-219.22,11.04,-31.84,6,Europe,3525.06,677.22,1365.78
21.54,6,0.06,-127.71,-3.91,Low,2.36,-3089.19,-15872.17,-161.64,3.27,-34.06,10,USA,3078.21,635.49,0
9.27,4,8.1,113.73,-9.9,High,1.76,-3715.32,-18282.74,-289.56,4.43,-30.36,8,Europe,6642.15,746.91,0
16.26,2,2.52,153.42,1.02,High,0.99,-3008.34,-17289.87,-196.28,14.31,-32.92,6,Europe,3122.73,694.08,2888.44
17.22,3,1.12,186.3,-7.74,Very high,5.77,-3161.73,-18377.42,-195.02,12.42,-27.64,6,UK,3284.85,829.35,2817.77
16.98,3,26.02,61.53,-5.31,Medium,6.27,-4252.17,-16384.4,-286.24,3.36,-46.44,4,Europe,3500.67,700.23,768.95
14.64,5,17.58,-11.16,-0.59,Very high,3.27,-2163.45,-19045.31,-167.96,8.24,-35.88,6,Europe,3885.75,573.03,677.49
9.75,5,8.96,163.68,-4.8,Very high,3.69,-1681.95,-17109.97,-131.14,5.78,-23,6,Rest,3468.06,408.24,1699.59
4.26,4,2.5,223.56,4.72,Medium,2.98,-4616.16,-18563.19,-99.52,8.74,-28.54,4,USA,4585.26,937.59,0
9.63,2,12.92,-9.09,0.42,High,7.33,-5035.05,-12342.22,-237.54,5.8,-27.38,6,USA,5004.42,606.15,0
12.81,4,0.06,268.23,-0.64,Low,12.93,-2049.27,-17013.98,-181.96,5.44,-23.08,12,Rest,3318.18,685.56,3754.54
2.25,3,287.38,73.71,-6.11,Very low,0.86,-1593.09,-18666.69,-335.2,10.71,-31.04,4,USA,4562.97,678.12,0
7.53,3,74.42,167.01,-1.5,Very low,0.58,-3488.49,-11202.43,-95.12,4.39,-27.78,6,UK,3896.37,738.18,0
5.4,2,4.14,98.04,0.1,Low,5.69,-4301.67,-15795.38,-292.32,10.72,-13.1,6,Rest,5317.98,941.82,0
4.53,3,0.02,207.27,-2.18,Medium,2.1,-1788.3,-11732.34,-153.38,6.15,15.4,8,Rest,4577.97,626.13,1228.06
15.93,4,0.14,96.18,-7.18,Very low,5.82,-2210.1,-11534.09,-242.32,5.99,-30.88,14,Rest,3230.91,748.38,1806.31
17.55,2,0.32,207.66,-3.35,High,8.6,-3615.69,-19895.99,-251.84,6.2,-25,10,Rest,5300.79,830.07,2260.73
6.72,3,2.38,89.97,-0.77,Low,1.02,-4120.14,-15031.87,-193.9,2.87,-24.3,8,Rest,4473.45,701.28,0
6.54,4,9.9,40.56,-0.69,High,1.6,-1041.45,-16635.63,-133.98,6.99,-24.78,12,UK,4952.85,700.56,968.46
10.95,3,2.96,195.9,-7.43,Very high,1.97,-4032.12,-16439.46,-246.08,5.87,-29.82,6,Europe,4127.37,639.66,1417.98
9.81,5,0.1,173.25,-3.23,Very high,3.19,-2773.29,-14760.87,-197.96,9.8,-18.58,4,USA,5156.07,839.04,277.18
9,4,0.12,125.31,-7.11,High,3.29,-2963.19,-8229.69,-247.88,9.67,-10.64,8,Europe,5173.05,812.4,578.19
2.1,4,22.54,165.72,-6.28,Very high,3.07,-3216.03,-16002.51,-183.26,8.92,-27.2,8,Rest,5097.72,887.37,470.74
8.16,4,12.36,195.45,-8.52,Very low,2.51,-3556.14,-10846.81,-176.06,5.5,-19.8,8,Europe,4929.03,651.72,10.82
13.17,3,0.02,68.55,-1.66,Very low,6.87,-5466.48,-7257.86,-251.82,2.75,-32.04,10,USA,3580.41,722.91,85.31
11.37,2,0.32,52.02,-3.07,Very high,6.55,-3770.7,-6867.17,-248.52,4.77,-34.92,4,Europe,4196.85,797.04,1454.05
1.65,3,3.04,122.46,-5.34,Very low,1.07,-3733.41,-16301.77,-59.74,9.79,-16.94,10,Rest,4920.75,436.05,0
7.2,3,0.04,187.8,-5.62,Low,8.02,-3010.95,-18474.63,-98.28,3.09,-23.08,4,Europe,2664.69,775.56,3439.87
4.47,6,2.68,149.43,-5.99,High,2.16,-3004.68,-13983.6,-278.36,1.1,-24.8,12,Rest,4728.24,811.68,360
48.63,3,0.14,47.49,-2.93,Very low,4.1,-4366.38,-16855.61,-156.6,0.08,-22.2,4,UK,4668.78,750.24,1115.28
4.41,2,2.52,104.04,1.44,Medium,5.47,-3501.18,-17977.03,-183.14,3.31,-26.22,8,Europe,3498.75,803.46,1636.57
2.61,1,2.64,166.02,-2.59,Medium,11.86,-1939.89,-16135.31,-109.54,5.27,-28.28,8,Europe,3274.44,1071.93,3790
15.21,3,3.7,55.86,-6,Very low,1.02,-4215.15,-24365.68,-201.94,8.17,-26.48,14,UK,3117.45,650.73,0
9.99,3,0.7,87.45,-0.82,Very low,1.78,-4662.78,-20298.09,-221.74,8.83,-25.82,10,UK,5443.38,568.5,0
8.91,2,0.02,147.36,-3.41,Very high,6.65,-3442.02,-8569.14,-157.06,7.73,-25.34,4,USA,4535.79,668.25,700.59
0.42,5,260.26,132.51,-2.94,Very high,11.24,-2322.36,-15988.49,-210.32,10.27,-29.02,4,Rest,5464.05,559.86,1218.48
17.88,2,0,139.62,-2.86,Low,2.91,-4536.48,-18270.2,-269.78,12.4,-13.62,12,Rest,3053.58,537.66,1208.17
13.77,4,1253.3,224.67,-1.99,Medium,8,-1792.47,-15194.45,-206.2,6.41,-35.28,6,Europe,5428.11,705.78,3599.16
9.93,4,0,160.56,-7.71,High,8.94,-3765.9,-11064.06,-204.3,10.52,-29.7,12,UK,4040.28,758.01,2670.98
25.38,3,0.68,21.96,-4.13,High,4.15,-1953.66,-21408.86,-252.24,5.61,-32.08,10,Europe,3286.53,671.55,3635.12
20.07,7,0.42,118.71,-1.93,Very low,2.2,-3067.44,-15528.76,-195.86,8.17,-18.94,6,UK,2079.81,526.32,489.87
19.38,4,2031.46,157.35,-11.04,High,9.38,-2753.43,-24174.29,-195.32,2.8,-41.48,14,Rest,3914.28,694.32,2864.75
6.99,3,51.14,104.58,-4.21,Very high,1.83,-4346.4,-19041.52,-190.02,7.12,-30.36,4,Europe,5557.92,827.49,0
29.16,2,0.16,206.7,-5.01,Very high,1.79,-3785.25,-20766.04,-181.58,7.67,-22.7,6,UK,4127.49,563.4,2673.51
6.69,3,0.12,302.37,-4.17,Medium,1.85,-3076.26,-8013.48,-255.88,8.11,-18.02,8,Rest,3854.79,654.99,1507.61
2.94,2,6.08,95.49,-2.54,Very high,6.01,-3539.94,-19827.22,-209.92,6.75,-32.3,4,Europe,2982.6,929.88,2176.51
12.42,2,1,143.7,-6.84,Very low,5.13,-5139.3,-28349.67,-127.94,3.47,-48.04,8,UK,2754.36,599.04,749.75
32.49,2,25.94,55.26,-3.8,Medium,3.2,-2088.72,-19114.37,-225.5,8.47,-17.72,4,Europe,3289.23,640.56,3523.68
27.99,7,0.86,173.34,-7.11,Very high,1.67,-3860.07,-15727.35,-178.2,6.85,-35.74,12,Rest,2843.37,711.87,1704.17
27.9,2,6.44,31.44,2.16,Medium,4.37,-3742.38,-6278.46,-119.98,7.61,-31.9,12,Rest,4391.94,633.6,1277.18
7.02,4,7.74,-36.09,-0.03,Very low,4.1,-5084.61,-15473.23,-246.52,4.9,-31.74,12,Rest,2418.48,680.16,0
17.52,4,0.9,76.5,0.15,Very high,5.19,-1431.27,-7411.1,-153.88,10.6,-30.74,18,Rest,5101.35,682.89,2386.99
10.35,5,7.26,156.33,-2.53,High,2.97,-5298.21,-24304.26,-154,8.94,-22.56,22,USA,3705.45,664.89,501.68
1.11,3,0.04,303.93,-4.88,Very high,10.35,-3434.37,-19607.15,-175.02,4.98,-36.08,6,Rest,4118.97,748.53,2539.37
14.22,5,0.64,133.14,-1.59,Very low,7.94,-4286.04,-17604.01,-233.56,10.16,-21.58,8,Rest,4328.22,839.85,506.71
8.67,3,6.78,314.79,-6.14,High,3.78,-3144.66,-20662.73,-260.22,11.11,-27.66,10,UK,5333.01,723.63,2547.65
10.35,3,0,77.16,-5.81,Low,9.05,-2082.27,-18316.13,-131.72,10.68,-23.66,2,Rest,2506.11,679.8,1721.82
11.13,5,1.04,77.76,-4.98,High,6.83,-4965.72,-20988.32,-182.4,5.9,-18.56,6,USA,3850.38,820.83,83.31
4.2,6,4.64,108.69,-0.1,Low,1.6,-3728.76,-19846.09,-144.78,1.65,-27.74,12,Europe,4597.71,507.63,0
9,3,0.06,194.76,-4.99,Medium,3.5,-2986.29,-14715.92,-160.32,13.94,-28.48,12,Europe,4646.43,607.74,2771.1
13.2,4,0.3,324.45,-4.02,High,3.93,-2731.02,-15618.54,-236.8,8.59,-28.36,10,USA,3419.22,629.97,1727.23
43.86,4,522.44,-21.84,-6.82,Low,6.54,-3372.9,-12222.97,-131.48,12.64,-46.58,10,Europe,4758.12,576,2846.23
3.45,3,414.68,19.77,-3.17,High,5.85,-3063.81,-17042.96,-249.28,7.76,-34.28,8,UK,3344.61,537.33,796
15.45,3,0.22,156.63,0.36,High,1.75,-2071.56,-7924.7,-261.64,8.46,-28.7,8,USA,4120.11,816.87,845.63
14.76,2,0.84,159.69,-5.86,Low,4.1,-4101.03,-16680.81,-246.24,11.04,-31.04,2,USA,3543.78,754.53,282.5
1.5,4,0.44,85.38,-8.2,Very low,4.82,-3684.42,-15415.02,-172.42,5.19,-23.68,6,Europe,5782.98,647.85,0
13.77,6,1.3,145.02,-0.48,High,4.56,-2391.48,-18516.18,-225,5.96,-20.62,14,USA,4738.26,723.36,789.58
13.65,4,0,-14.37,-5.39,Low,4.5,-3180.15,-13830.91,-179.04,11.44,-28.58,10,Rest,3554.1,408.51,336.18
10.29,4,2.56,99.18,-6.07,Very low,0.65,-2842.86,-13452.54,-237.5,5.55,-27.72,6,Europe,5288.13,689.49,0
6.78,2,24.66,66.24,-2.44,Medium,1.79,-4067.25,-13641.09,-204.28,4.19,-38.82,8,Europe,3225.57,667.08,80.16
3,5,8.32,147,-0.05,Low,8.86,-2300.97,-21679.87,-98.14,1.59,-26.76,10,UK,4553.94,730.02,1947.33
19.26,1,25.7,153.96,-1.69,Very low,6.51,-1921.23,-17746.23,-291.08,13.66,-26.5,12,Rest,3444.33,684.9,2698.37
3.66,7,0.02,-14.22,-1.64,Very high,3.06,-2972.64,-3922.06,-181.4,11.02,-30.56,6,Rest,4248.3,203.79,0
13.92,7,4.88,91.38,-4.07,Low,1.88,-3251.28,-21452.94,-264.1,3.58,-17.28,10,Rest,2787.69,779.13,249.63
7.47,5,1.36,261.78,-2.03,Medium,1.09,-3576.09,-13839.36,-272.7,2.01,-43.12,6,USA,4374,686.4,170.14
13.05,6,22.74,75.18,-7.98,High,2.18,-3923.46,-15296.49,-229.18,8.33,-24.12,16,USA,3425.52,804.96,282.37
12,5,0,70.44,-5.08,Medium,6.33,-2234.91,-16980.65,-285.36,5.6,-28.2,12,Rest,5016.93,763.5,1096.39
10.26,3,34.16,136.92,-4.09,Medium,4.56,-3746.13,-13830.5,-156.26,8.13,-28.54,0,UK,4089.39,729.66,0
16.95,2,0.16,81.69,1.8,Medium,1.79,-4631.55,-13441.26,-155.44,12.73,-30.74,2,Europe,4966.44,697.17,0
13.14,2,0.04,120,0.86,High,7.92,-3962.73,-15646.49,-197.56,5.57,-27.84,8,UK,5243.49,522.36,1920.49
18.12,5,17.06,161.88,-8.18,High,4.86,-3415.2,-14414.41,-283.48,5.92,-26.5,8,UK,3883.68,683.73,2117.32
7.53,1,56.42,81.9,-0.44,High,0.39,-3110.97,-14061.22,-136.72,10.48,-28.1,8,Rest,4836.69,611.37,237.87
29.64,4,4.9,169.98,-5.31,Medium,5.04,-4017.03,-18888.41,-175.2,9.04,-26.84,6,Europe,5592.36,757.56,1879.29
4.32,3,108.8,129.54,-6.07,Very high,2.78,-3862.23,-7322.93,-155.14,6.07,-31.48,4,UK,2597.16,963.36,809.88
21.54,5,0.02,146.61,-6.62,Very high,3.89,-2927.82,-16506.53,-164.52,11.32,-26.14,8,Rest,5937.48,623.43,1073.28
8.16,5,6.34,80.28,-7.03,Low,3.29,-3098.49,-4690.12,-145.26,11.62,-28.14,6,Rest,4535.34,725.34,0
13.35,5,246.34,118.14,0.2,Medium,9.62,-210.48,-16370.3,-196.64,6.84,-28.82,8,Europe,3204.54,716.61,3787.65
12.33,9,2.64,206.46,-3.44,High,6.73,-2566.77,-23124.56,-140.32,9.82,-38.42,8,Europe,3759.72,722.07,2952.31
0.96,3,48.7,91.2,-3.68,Medium,3.46,-3142.26,-17738.33,-121.3,11.1,-31.12,8,UK,5409.42,987.69,0
7.89,3,57.82,-65.46,-1.72,Medium,2.63,-1500.72,-15052.66,-253.74,6.19,-15.24,6,USA,4109.13,688.32,23.73
3.75,5,59.36,78.69,-3.43,Low,2.28,-4507.05,-14998.52,-214.4,7.31,-28.96,8,Rest,4671.33,561.9,0
21.06,7,0.56,189.3,0.83,Medium,5,-4828.05,-15473.97,-221.64,8.27,-28.6,18,USA,3214.65,665.82,850.35
